9x20	426	1:2:3:3:1,1:1,1:1,1:2:3:2,1:2,3:2,2,2:2,2,2:2,1,2:2,1,2:2,1,2:5:1:1:2-5:7:2,2:1,2,1,1:20:3,1,1,1:5,2,2:5:3
29x24	115372	1:3:5:7:21:25:4,2,2,2,3,3:17:2,2,2,2,2,2:2,2,2,2,2,2:17:23:5,2,2,2,2,2,2,5:23:20:5,5:3,3:1,1,4,1:1,1,1,1,1:1,6,1:1,6,1:1,6,1:1,6,1:1,1,1,1-1:1:1,1:1,3:3,3:3,1,2:12:13:2,1,2,11:13:12,6:3,1,2,2,5:13,6:14,1,4:6,1,2,2,1,5:14,6:13:3,1,2,2:12:13:4,2,11:2,10:12:3,1,2:3,4:1,3:1,1:1:1
24x29	155407	3:5:5:5:4:3:2:7,7:20:22:22:22:22:21:20:20:20:21:21:22:23:23:23:22:21:20:19:17:6,6-10:14:17:19:21:22:22:22:22:22:22:20:4,20:5,20:5,22:4,22:4,22:3,22:2,22:22:7,11:5,8:2,6:3
29x24	193489	5,8:6,1,8:6,4,8:3,4,3:4,5,3:3,5,3:3,5,3:2,5,3:2,3,3:2,2,3:2,2,3:3,2,3:3,2,3:4,2,3:3,4,3:4,4,3:4,5,4:21:8,10:6,5,3:3:3:3:3-3:3,3:3,6:5,8:14,4:9,4:3,3:3:3:3:4:7,5:16:17:6,5:4,3:3:3:3:3:3:24:24:24:3:3:3:3:3
29x24	194630	29:29:29:3,3:3,3:3,3:3,3:3,3:3,3:10,3:11,3:12,3:3,3,3:3,3,3:2,3,3:2,3,3:3,3,3:3,3,3:3,3,3:4,3,3:1,5,4,3:3,10,3:4,9,3:3,7,3-3,3:3,4:3,3:3,1:3,8:3,10:3,4,6:3,3,4:3,3,4:3,3,4:3,3,3:3,3,3:3,3,3:3,3,4:24:23:21:3:3:3:3:24:24:24:3:3:3:3:3
24x29	202361	7:9:10:12:4,5:2,2:14:3,4,3:14:3,2,3:3,3:1,3,1,1,3,1:1,1,3,2,2,1,1:1,3,2,2,1,1:6,2,2,7:8,4,9:7,1,1,6:6,1,5,6:5,1,2,1,2,5:5,5:7,2,5:6,2,4:6,2,3:6,2,4:6,2,5:13:10:6:5-6:9:1,9:1,11:7,13:9,5,6:4,7,3,1,6:5,1,1,3,1,1,5:4,1,1,3,1,1,4:4,3,1,2,2,4:4,4,1,1,1,4:4,4,1,1,1,9:4,3,1,2,1,9:5,1,1,2,2,4:4,1,1,3,2,5:3,7,2,1,3:9,3,1,4:7,1,2,3:1,4,5:1,10:10:8:6:4
28x25	108639	1,2,2,2,1:10,2,10:1,2,2,1:1,2,2,2,2,2,1:3,2,2,2,2,2,2,3:1,4,4,1:1,1,4,2,4,1,1:1,1,1,2,1,1,2,1,1,1:1,1,1,2,2,2,2,1,1,1:1,1,1,2,1,1,2,1,1,1:2,1,1,2,1,2,1,2,1,1,2:4,1,2,1,2,1,2,1,4:6,2,1,1,1,2,6:10,1,1,1,10:2,7,1,1,1,7,2:2,6,1,1,1,6,2:2,18,2:2,4,4,2:2,12,2:2,2,2,2:2,12,2:2,1,1,2:2,14,2:2,2,2,2:2,14,2-25:1,1,15:1,1,3:1,1,8:1,1,1,4:1,1,10:1,1,5:1,2,5,3:25:21,1,1:2,1,1,1,1,1:1,9,1,1,1,1:1,2,1,1,1,1,1:2,1,1,7,1,1,1,1:2,1,1,2,1,1,1,1,1:1,2,1,1,1,1,1:1,9,1,1,1,1:2,1,1,1,1,1:21,1,1:25:1,2,5,3:1,1,5:1,1,10:1,1,1,4:1,1,8:1,1,3:1,1,15:25
25x28	135371	9,6,6:8,4,10:7,6,7:6,6,3,6:6,8,5:5,6,3,8:5,1,7,2,3:4,3,5,4,3:4,1,1,1,3,2:4,4,3,3,4:3,3,4,2,3,1:3,2,1,4,1,2,1:2,5,1,2,3,1:2,6,1,3,3:2,2,1,2,1,2:2,4,1,3,2,4:2,2,1,1,5,2:8,1,1,4,2:3,5,1,1,4,2:4,3,1,1,3,3:6,1,1,1,4:3,5,1,3,5:5,2,8:6,10:6,3,1,5:7,3,3,5:13,7:11,8-28:28:12,11:10,6,2,6:7,9,1,6:5,7,1,2,2,5:3,3,2,2,1,3,1,3:2,3,1,1,2,4,2,2:1,4,2,1,2,2,2:6,1,2,2:6,2,7,2:8,3,2,2:5,2,4,3,2:1,1,5,2,2:1,5,2,1,1:2,1,4,1,1,1,2:2,1,2,2,1,1,1,1:1,6,2,2,7,1:2,3,5,5,3,3:4,1,1,5,2,2,2:6,1,3,1,1,7:6,3,2,1,8:8,2,1,1,9:10,15:28
25x28	150304	5,12,5:4,2,1,4:3,2,1,3:3,1,1,2:2,1,1,2:2,1,1,2:2,1,1,1:1,1,1,1:1,1,1,1:2,1,1:4,1:1,1,2,2,4:1,1,5,5,1,1:1,1,2,2,1,1:1,2,2,1,1:1,1:1,1,1,1:3,3:1,2,2,2,2,1:1,1,4,1,1,4,1,1:1,1,1,1:1,1,9,1,1:1,2,1,1,1,2,1:1,2,3,2,1:1,2,2,1:1,2,2,1:1,2,2,1:9,6,8-9,5,10:7,2,3,1:4,4,2,1,1:2,3,2,5,1:1,2,1,1,2,1:2,2,1,2,1:1,1,1,2,1:1,2,1,2,1:1,2,1,1,1,3:1,1,1,1,1,1:1,1,2,1:1,1,1,1,1:1,3,1:1,1,1,1,1:1,1,2,1:1,1,1,1,1,2:1,2,1,1,1,2:1,2,1,2,1:1,1,1,2,1:1,2,1,2,1:1,1,1,1,2,1:2,3,2,5,1:3,6,2,1,1:6,1,2,1:10,5,10
25x28	155690	25:2,1,1,1,1,1,1:1,3,4,3:2,1,1,1,8,1:1,3,1,2,2,2,1:2,1,3,2,2,2:1,1,1,1,1,2,1:2,1,1,2,2,2:1,3,2,2,2:1,1,1,1,1,2,1:1,1,2,1:1,1,1,2,2,2:1,3,3,1,2,1:1,3,1,2,1:1,1,2,2,2:1,1,2,1:1,1,2,1:1,1,2,1:1,1,2,1:1,1,2,1:1,1,2,1:1,1,2,2,2,1:1,1,2,2,2,1:1,1,2,1:1,1,2,1:1,1,2,1:1,1,2,1:25-28:2,1,1,1,1:1,1,1,2,2,1:2,3,2,4,1:1,1,1,2,2,1:1,1:1,1,1:2,1,1,1,1,2,1:1,1,3,1,1:4,1,4,14:1,1,2,4,1:2,3,1:1,2,1:1,2,2,1:1,1,2,1:1,2,1:1,26:1,26:1,2,1:1,1,2,1:1,2,2,1:2,2,1:1,1,3,1:4,2,4,1:1,1,1,4,14
26x27	160505	8,1,12:8,2,12:6,3,10:6,4,10:4,5,8:4,5,2,1,8:2,4,3,2,6:2,2,1,2,1,6:1,2,2,1,4:4,2,3,5,4:7,2,2,2,2,2:7,3,2,2:5,1,1,3:7,3,6:4,3,2,6:2,2,4:1,3,3,3,3:1,3,1,2,7:3,2,2,3,5:3,1,2,5,2:5,3,4,2:5,4,3,4:7,5,2,4:7,5,1,6:9,3,6:9,3,8:11,1,8-8,1,11:8,2,9:6,4,9:6,5,7:4,5,7:4,6,1,5:2,3,5,2,5:2,5,1,2,3,3:2,2,3,2,3:4,1,2,1,2,1:6,2,2,2,1:4,1,3,2,8:9,3,1,8:6,3,3,7:2,2,2,3,5:2,2,2,2,3,2:4,5,1,1,4:4,1,2,1,4:6,1,2,1,6,2:6,2,2,2,2:8,1,3,2,4:8,2,2,4:10,5,6:10,3,6:12,2,8:12,1,8
26x27	200145	2:2:3:3:3:3,1:3,2:3,2:3,2:3,2:3,2:3,6,2:3,8,2:3,8,2:26:24:1,1:24:26:2,2,2:2,2,2:2,2,2:2,2,2:2,2,2:2,2,2:2,2,2:2,2,2-1,1:5:2,10:3,10:4,2:5,2:3,2,2:3,2,2:3,2,2:3,2,2:3,4,2:3,5,2:3,5,10:3,5,10:3,5,2:3,2,5,2:3,2,5,2:1,2,4,2:2,2,2:2,2,2:2,2,2:2,2,2:4,10:3,10:5:1,1
25x29	201260	3,3:3,3:4,4:3,3:3,3:3,3:4,4:21:21:21:4,3,4:3,3,3:3,3,3:3,3,3:25:25:25:4,4:3,3:3,3:3,3:3,3:3,3:3,3:3,3:4,4:11:9:5-3:7:11:15:11,3:10,3,5:3,3,12:3,13:3,5,4:3,4,3:3,3,3:10,3:10,3:10,3:3,3,3:3,4,3:3,5,4:3,13:3,3,12:10,3,5:11,3:15:11:7:3
27x27	107478	1:3,1,3:2,1,1,2:1,9,1:16:20:10,7:10,7:9,8:10,1,1,9:9,8:8,2,7:8,7:8,3,7:7,7:7,7:10,9:4,4,5:2,2,1,1,1,1:1,1,2,1,1,1:1,1,4,1,1:4,1,1:1,1,5,3:4,3,1:3,1,3,1:1,3,1:15-5:8:10:10:1,12,2:1,13,1,2:14,1,1,1,1:15,3,2:2,7,3,1,2,1:1,7,4,2,1:1,5,3,1,1:5,1,1,1,1:3,1,1,5,1,2:3,1,1,2,1,1,3:1,3,1,1,1,2,1,1,2:4,1,2,1,1:1,4,1,1,1:1,4,4,2,1:1,6,2,1,2,1:7,4,3,2:15,1,1,1,1:1,13,4:1,12:1,10:10:8:6
28x27	105733	9:16:9,9:3,13,2:20:9,10:4,9,4:18:15:4,5:7:4:3:3:4:2,2:4:2:3,1:4,3,4:6,4,1:9,2:11:7:6:8:10-5:7:8:2,6:5,4:10:8,2:13:16:5,11:2,8,1,2:10,4:9,2:9,2:6,2,3:9,4:8,4,1:2,4,4,2:6,7:4,8:2,6:8:7:7:2,1,2:1,1,1:1,2:3
28x27	133933	2,2:3,3:1,2,2,1:1,2,2,1:1,2,2,1:2,9,2:3,9,3:17:17:17:2,7,1,4:2,3,1,6:1,1,1,1,2,2,3:3,5,3,2,2:5,5,2,3:3,4,1,2,3:3,2,2,1,5:2,3,2,3:4,1,2:4,1,2:3,2,1:4,1,2:6,1,2:6,1,1:6,1,2:6,3:10-7:2,7:2,8:2,3,2:2,3,2:6,1:6,1,2:6,3:7,1,2:9,1,1:7,1,2,2:6,3,5:6,1,6,5:6,13:2,3,2,9:2,3,15:2,8,2,4,1:2,5,4,1:7,3,7:6,1:2,3,2:2,7:2,1,2:2,2:3,2:7:5:2
27x28	134593	1,2:2,1,1:3,3:6,1,2,1,1:3,2,2,3:5,2,1,1,1:2,8:8,1,3:3,1,3:2,3,2,1:2,4,2:6,4,2:4,4,3,3:1,1,5,1,2,2:1,1,2,1,4,1:1,1,4,1,2:1,1,3,2:3,1,3,2:3,4,11:3,1,1,3,3:3,1,4,1:3,1,7,1:2,8,1:2,6,2:3,1,5,2:2,6,1:7,1:19-1,5:2,8:3,5,2:5,3,2:1,8,2,4:3,2,2,3:4,5,7:3,1,2,2,7:3,1,3,10:1,1,7,7:1,3,10,1:1,9,3,1:1,5,3,1:1,5,3,1:7,2,2,1:2,2,1,1:2,1,2,1,1:2,1,1,1,1,1:3,3,6,1:4,3,2,2,1:6,2,4:3,3,1,1:2,2,3,1,1:1,2,3,2:2,1,2:2,2:3
27x29	109430	21:23:23:3,5,5,3:1,1,1,1,1,1,1:1,1,1,2,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,3,1,1,1:1,1,1,3,1,1,1:1,1,1,3,1,1,1:1,1,1,3,1,1,1:1,1,1,3,1,1,1:1,1,1,3,1,1,1:3,13,3:23:25:25:6:8:10:2,1:13:2,2:16:2,2:18:1,1:18-2:2,3:4,4:18:4,4:3,3:4,4:18:4,4:18,4:4,4,3,1:3,10,2,1,1:3,13,3,1,1:3,2,10,2,1,1,1:4,4,3,1,1,1:18,2,1,1,1,1:4,7,1,1,1,1:21,1,1,1,1:4,7,1,1,1,1:3,6,1,1,1,1:4,7,1,1,1,1:21,1,1,1,1:4,4,2,1,1,1,1:2,3,3,1,1,1:2,3,1,1:4,1:4
27x29	200361	8:10:11:3,5:3,3:3,3:3,3:3,4:3,5:10:9:7:3:27:27:27:3,3,3:3,3,3:3,3,3:3,3,3:4,3,4:3,3,3:4,3,4:4,3,4:5,3,5:6,3,6:15:11:7-5:8:10:3,6:3,5:3,4:3,4:3,3:3,4:3,3:3,4:3,3:29:29:29:3,3,3,3:3,3,3,4:3,3,3,3:3,4,3,4:4,3,3,3:3,4,3,4:9,3,4:7,3,5:5,3,6:10:8:5
28x28	144661	16,1,1,3,3:12,2,2,1,4:10,2,3,1,6:10,1,3,6:11,2,2,2,6:9,2,2,6:15,2,2,4:13,2,3:12,2,3:16,2:20:6,7,2:4,3:1,4:4:1,4:1,5:1,2,5:4,6:3,1,1,6:2,1,8,1,7:2,2,8,1,7:2,1,9,1,7:2,1,9,1,7:2,1,8,2,7:2,2,7,2,7:2,1,7,2,7:3,2,5,4,6-14,11:13,10:13,5,1:13,2:12,5:12,2,3:11,1:11,3:11,7:5,5,9:2,1,5,8:3,5,8:1,3,2,2,8:1,1,1,4,8:3,1,4,7:3,1,3,5:1,5,2,1:2,7,4:3,4,8:1,4,2,1:1,4:1,7:1,4,10:1,4,12:6,15:8,16:8,17:8,17
28x28	188467	3,6,14:1,9,1:1,4,3,1:1,2,2,1:1,2,4,3,1:1,2,6,2,1:1,2,2,2,2,1:1,3,1,2,2,1:1,2,2,2,4,1:1,3,3,2,7:1,7,3,3,3:1,5,3,3,3:1,4,2,2,2:1,6,2,2,2:1,9,3,2,2:1,12,6,2:1,4,3,4,2:1,2,3,2:1,3,5,3,3:1,2,7,10:1,2,2,3,6,1:1,2,2,2,1:1,2,5,2,1:1,2,3,2,1:1,3,2,1:1,3,2,1:1,9,1:3,6,14-28:1,1:1,3,7,1:8,10:4,4,4,3:2,3,2,3:3,2,2,3,4,2:2,4,2,2,6,2:2,2,2,2,2,2,2:2,2,3,3,2,2,2:2,7,3,2,1,2:3,5,4,3,2:2,5,8:3,7,5:1,15,1:1,7,4,1:1,3,1:1,4,2,1:1,6,2,1:1,3,3,2,1:1,3,2,2,1:1,2,1,2,2,1:1,2,5,2,1:1,2,3,2,1:1,2,2,1:1,3,3,1:1,9,1:9,6,8
28x28	190183	2,1,1,1:1,3:3,3,5:2,2,3:4,1,1,1:4:5:6,8:16:16,1,1,1:15,3:15,5:1,1,1,15,3:3,14,1,1,1:5,15:3,2,11:1,1,1,2,11:3,11:3,11:6,3:4,4:5,4,4:10,4:4,3,4:9,3:6:12:5-1,1,1:1,3:3,2,5:2,4,3:8,1,1,1:7:11:13,3,2:1,11,2,1:9,2,4:1,1,1,8,4:3,10,4:5,12,3:3,16,1:1,1,1,18,1:18,1:18,1:12,2:11,2:9,2:10,2:8,3:6,2:1,1,1,4,2:3,6:5,5:3,3:1,1,1
28x28	199837	7:9:11:3,4:9,7:10,8:4,3,1,4:3,11:3,4,3:10,3,1,4:4,6,4:14:12:16:8,8:11,6:14,2:20:22:9,12:12,11:2,10,10:2,12,4,3:2,12,3,3:3,10,6,2:3,8,11:6,3,4,4:5,4-3:5:2,2:2,2,1:7:11:4,12:8,13:9,14:7,3,14:3,2,2,15:3,2,2,13,1:3,2,2,6,7:3,2,1,6,5,1:3,3,1,1,7,2,2:4,2,13,2:4,2,5,12:4,2,5,12:25:2,9,6,4:2,9,5,3,1:2,1,5,7,2:4,1,16:3,12,3:10,5,2:8,3:6:3
29x29	115093	13,14:29:1:1,1,1:1:5,5,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:13,14:1,1,1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1,1,1:1,7,1,1,7,1:1,1,1,1:13,14:1:5,5,5,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:5,2,1,5,1:1,1,1:1,1,1:1,1,1:2,2,3,3,2,2,2,1:26:26-2,6,5,3:2,1,1,1,1,3:2,1,1,1,1,2:2,4,1,1,1,3:2,7,1,1,5,3:2,1,4,1,2:2,1,1,1,1,1,3:2,1,4,1,3:2,7,1,1,11:2,4,1,1,1,2:2,1,1,1,2:2,1,1,1,2:2,6,11:1,3:1,3:2,6,5,2:2,1,1,1,1,3:2,1,1,1,1,3:2,4,1,1,1,2:2,7,1,1,5,3:2,1,4,1,3:2,1,1,1,1,1,2:2,1,4,1,3:2,7,1,1,3:2,4,1,2:12,13:2,1,1:2,1,1:2,6
